Name,STCC,group
"CORN (NOT POPCORN) OR MAIZE (NOT POPCORN), SHELLED, DRIED NOT ORGANICALLY GROWN FREE OF FERTILIZER AND ORPESTICIDE APPLICATIONS",113215,GRAINS
"CORN, DRY, SHELLED",113215,
"CORN (NOT POPCORN) OR MAIZE (NOT POPCORN), SHELLED, DRIED, ORGANICALLY GROWN FREE OFFERTILIZER AND OR PESTICIDE APPLICATIONS",113216,GRAINS
"CORN, ORGANICALLY GROWN FREE OF FERTILIZER AND OR PESTICIDE APPLICATIONS",113225,GRAINS
"CORN, NOT APPROVED FOR FOOD USE NOT ORGANICALLY GROWN FREE OF FERTILIZER AND ORPESTICIDE APPLICATIONS",113230,GRAINS
"CORN, NOT APPROVED FOR FOOD USE, ORGANICALLY GROWN FREE OF FERTILIZER AND OR PESTICIDE APPLICATIONS",113231,GRAINS
"CORN(NOT POPCORN) OR MAIZE, SHELLED, DRIED, AGRISURE BRAND",113240,GRAINS
"CORN (NOT POPCORN) OR MAIZE, SYNGENTA AGRISURE VIPTERA, GENETICALLY MODIFIED",113250,GRAINS
"OATS, FEED, N.E.C.",113330,GRAINS
"RYE, FEED, N.E.C.",113530,GRAINS
DARSO GRAIN,113615,GRAINS
DURRA,113620,GRAINS
HEGARI (HIGERA) GRAIN,113635,GRAINS
KAFIR (KAFFIR) (KAFIR (KAFFIR) CORN),113640,GRAINS
KAOLIANG GRAIN,113645,GRAINS
"GRAIN, KALO",113650,GRAINS
MILO (MILO MAIZE),113655,GRAINS
SHROCK GRAIN,113665,GRAINS
EGYPTIAN WHEAT,113670,GRAINS
"SORGHUM GRAIN, N.E.C., OR SORGHUM GRAINS, IN MIXTURES",113690,GRAINS
WHEAT,113710,
WHEAT NOT ORGANICALLY GROWN FREE OF FERTILIZER AND ORPESTICIDE APPLICATIONS,113710,GRAINS
"WHEAT, ORGANICALLY GROWN FREE OF FERTILIZER AND ORPESTICIDE APPLICATIONS",113715,GRAINS
"WHEAT, DURUM, AMBER OR RED",113720,GRAINS
"WHEAT, FEED, N.E.C.",113730,GRAINS
WHEAT MOVED UNDER U.S. DEPT. OF AGRICULTURE QUARANTINE CONDITIONS,113740,GRAINS
BUCKWHEAT,113910,GRAIN PRODUCTS
SPELT,113915,GRAIN PRODUCTS
EMMER,113920,GRAIN PRODUCTS
"MILLET, OTHER THAN MILLETSEED",113925,GRAIN PRODUCTS
"GRAIN SCREENINGS, UNGROUND",113930,GRAINS
TRITICALE,113940,GRAIN PRODUCTS
"GRAIN, N.E.C.",113990,GRAINS
FLAXSEEDS (LINSEEDS),114210,GRAIN PRODUCTS
FLAXSEED (SOLIN),114250,GRAIN PRODUCTS
"PEANUTS, EDIBLE, RAW, IN THE SHELL",114310,FOOD & BEVERAGES
"PEANUTS, RAW, SHELLED (NUT MEATS), NOT SALTED",114315,FOOD & BEVERAGES
"SOYBEANS, DRIED",114410,
"SOYBEANS, DRIED NOT ORGANICALLY GROWN FREE OF FERTILIZER AND ORPESTICIDE APPLICATIONS",114410,GRAINS
"SOYBEANS, DRIED, ORGANICALLY GROWN FREE OF FERTILIZER AND OR PESTICIDE APPLICATIONS",114411,GRAINS
"SOYABEANS, FRESH NOT ORGANICALLY GROWN FREE OF FERTILIZER AND ORPESTICIDE APPLICATIONS",114415,GRAINS
"SOYBEANS, FRESH, ORGANICALLY GROWN FREE OFFERTILIZER AND OR PESTICIDE APPLICATONS",114416,GRAINS
"SCREENINGS, SOYBEAN, NOT GROUND NOR PROCESSED",114420,GRAINS
"SOYBEANS, ORGANICALLY GROWN FREE OF FERTILIZER AND OR PESTICIDE APPLICATIONS",114425,GRAINS
AJOWAN SEEDS,114915,GRAIN PRODUCTS
OITICICA SEEDS,114925,GRAIN PRODUCTS
SESAME SEEDS,114930,GRAIN PRODUCTS
SAFFLOWER (CARTHAMUS) SEEDS,114935,GRAIN PRODUCTS
"SEEDS, SUNFLOWER",114940,GRAIN PRODUCTS
"SEEDS, RAPE OR CANOLA",114950,GRAIN PRODUCTS
RAPE SEEDS,114951,GRAIN PRODUCTS
LOW-LIN CANOLA SEED,114952,GRAIN PRODUCTS
"SEEDS, GRAPE OR RAISIN",114965,GRAIN PRODUCTS
CAMELINA,114970,GRAIN PRODUCTS
"NUTS OR KERNELS, OIL BEARING PALM, N.E.C., INCLUDING ACUARA (AOUARA), BABASSU, COHUNE, MURUMURU, OCOHUBA, OURICURY OR TUCUM",114990,GRAIN PRODUCTS
"LAWN GRASS SEEDS, N.E.C.",115110,FOOD & BEVERAGES
"SEEDS, GRASS, EMBEDDED INSTRAW WITH CELLULOSE BINDER",115120,FOOD & BEVERAGES
"POPCORN, EAR OR SHELLED, NOT POPPED",115210,GRAIN PRODUCTS
ALFALFA SEEDS,115910,FOOD & BEVERAGES
CANARY SEEDS,115925,GRAIN PRODUCTS
CLOVER OR ALSIKE SEEDS,115931,FOOD & BEVERAGES
LESPEDEZA SEEDS,115940,FOOD & BEVERAGES
MILLET SEEDS,115943,GRAIN PRODUCTS
AUSTRIAN WINTER PEA SEEDS,115946,GRAIN PRODUCTS
"PEAS (SEEDS), CALEY OR SINGLETARY (WILD WINTER (SEEDS) PEAS)",115948,GRAIN PRODUCTS
"SEEDS, SORGO (SWEET SORGHUM)",115955,FOOD & BEVERAGES
SUDAN GRASS SEEDS,115958,FOOD & BEVERAGES
SUGAR BEET SEEDS,115959,FOOD & BEVERAGES
TIMOTHY SEEDS,115964,FOOD & BEVERAGES
"BEANS, VELVET, DRIED, OR IN PODS",115970,GRAIN PRODUCTS
SEED BEANS,115971,GRAIN PRODUCTS
SEED CORN,115972,FOOD & BEVERAGES
"SEED GRAIN, N.E.C.",115973,GRAIN PRODUCTS
"SEED PEAS, N.E.C.",115974,GRAIN PRODUCTS
"FIELD SEEDS, N.E.C.",115990,FOOD & BEVERAGES
"GRASS SEEDS, N.E.C., OR RED TOP SEEDS, OTHER THAN LAWN",115991,FOOD & BEVERAGES
"HAY, INCLUDING ALFALFA, ALSIKE, CLOVER, LESPEDEZAOR TIMOTHY",119110,GRAIN PRODUCTS
"FODDER, BEAN, CANE, CORN OR PEA",119120,FOOD & BEVERAGES
HOPS,119210,
"TOBACCO, LEAF",119310,FOOD & BEVERAGES
"POTATOES, SWEET, OR YAMS,FRESH OR GREEN",119410,FOOD & BEVERAGES
"POTATOES, FRESH OR GREEN,OTHER THAN SWEET",119510,FOOD & BEVERAGES
"SEED POTATOES, OTHER THANSWEET",119515,FOOD & BEVERAGES
"STRAW, FLAX, NOT THRESHED",119610,FOOD & BEVERAGES
"STRAW, FLAX, THRESHED",119615,FOOD & BEVERAGES
"FLAX STRAW, OR HEMP STALKS, PARTIALLY DECORTICATED",119618,FOOD & BEVERAGES
"STRAW, THRESHED GRAIN OR RICE",119620,FOOD & BEVERAGES
SUGAR CANE,119810,GRAIN PRODUCTS
BROOM CORN,119910,FOOD & BEVERAGES
"BROOM FILLER, GRASS OR STRAW, N.E.C.",119915,FOOD & BEVERAGES
CORN COBS,119920,FOOD & BEVERAGES
CORN HUSKS (SHUCKS),119930,FOOD & BEVERAGES
"CORN STALKS, N.E.C.",119945,FOOD & BEVERAGES
"GUAR BEANS, DRIED",119960,GRAIN PRODUCTS
"GRASSES, N.E.C.",119990,FOOD & BEVERAGES
"MISCANTHUS IN THE FORM OF LARGE SQUARE OR COMPRESSED BALES,WEIGHINGAPPROXIMATELY 1000 LBS EACH",119991,FOOD & BEVERAGES
"GRAPEFRUIT, FRESH",121110,FOOD & BEVERAGES
"LEMONS, FRESH",121210,FOOD & BEVERAGES
"ORANGES, FRESH",121410,FOOD & BEVERAGES
"TANGERINES, FRESH",121510,FOOD & BEVERAGES
"MANDARINES, FRESH",121515,FOOD & BEVERAGES
"FRUITS, FRESH",121910,
"LIMES, FRESH",121910,FOOD & BEVERAGES
"FRUITS, CITRUS, N.E.C., CITRONS (NOT MELONS), KUMQUATS, POMELOS, SHAD- DOCKS OR TANGELOS, FRESH",121990,FOOD & BEVERAGES
"APPLES, FRESH",122110,FOOD & BEVERAGES
"CULL APPLES, SUITABLE ONLY FOR PROCESSING",122115,FOOD & BEVERAGES
"APRICOTS, FRESH",122210,FOOD & BEVERAGES
"CHERRIES, FRESH",122310,FOOD & BEVERAGES
"GRAPES, N.E.C., FRESH",122410,FOOD & BEVERAGES
"GRAPES, BLACK JUICE, FRESH",122415,FOOD & BEVERAGES
"GRAPES, WHITE JUICE, FRESH",122420,FOOD & BEVERAGES
"GRAPES, MIXED JUICE, FRESH",122425,FOOD & BEVERAGES
"GRAPES, TABLE, N.E.C., FRESH",122430,FOOD & BEVERAGES
"NECTARINES, FRESH",122510,FOOD & BEVERAGES
"PEACHES, FRESH",122610,FOOD & BEVERAGES
"PEARS, FRESH",122710,FOOD & BEVERAGES
"PLUMS, DAMSONS, JEW PLUMSOR PRUNES, FRESH",122810,FOOD & BEVERAGES
"FRUITS, DECIDUOUS, N.E.C., KAKI, MEDLARS, PAWPAWS, PERSIMMONS OR POMEGRANATES, FRESH",122990,FOOD & BEVERAGES
"AVOCADOS, ALLIGATOR PEARS, CALAVOS OR FLAVOCADOS, FRESH",123110,FOOD & BEVERAGES
"BANANAS, FRESH",123210,FOOD & BEVERAGES
"PINEAPPLES, FRESH",123310,FOOD & BEVERAGES
"OLIVES, FRESH, NOT FROZEN",123920,FOOD & BEVERAGES
"FRUITS, TROPICAL, N.E.C., ANANAS, BREAD FRUIT, GRANADILLAS, GUAVAS, MANGOS, MARMALADE PLUMS, PLANTAINS, SAPODILLAS OR TAMARINDS, FRESH",123990,FOOD & BEVERAGES
"CURRANTS, FRESH",129110,FOOD & BEVERAGES
"BERRIES, N.E.C., FRESH, INCLUDING BLACKBERRIES, BLUEBERRIES, BOYSEN- BERRIES, COWBERRIES, DEWBERRIES, ELDERBERRIES,GOOSEBERRIES, HIMALAYA- BERRIES, HUCKLEBERRIES,",129190,FOOD & BEVERAGES
"CRANBERRIES, FRESH",129210,FOOD & BEVERAGES
"STRAWBERRIES, FRESH",129310,FOOD & BEVERAGES
COCOA BEANS,129410,FOOD & BEVERAGES
"COCOANUTS, FRESH",129810,FOOD & BEVERAGES
"WALNUTS, BLACK, EDIBLE, IN SHELL",129815,FOOD & BEVERAGES
"CHESTNUTS, EDIBLE, IN SHELL",129820,FOOD & BEVERAGES
"NUTS, HICKORY, EDIBLE, INSHELL",129825,FOOD & BEVERAGES
"PECANS, EDIBLE, IN SHELL",129830,FOOD & BEVERAGES
"PINIONS (INDIAN NUTS), EDIBLE",129835,FOOD & BEVERAGES
"CASHEWS, IN SHELL",129840,FOOD & BEVERAGES
"ALMONDS, BUTTERNUTS OR CHUFAS",129845,FOOD & BEVERAGES
"NUTS, EDIBLE, N.E.C., IN SHELL",129890,FOOD & BEVERAGES
"BEANS, TONKA",129910,FOOD & BEVERAGES
"BEANS, HONEY (CAROB BEANS(CAROBS), ST JOHNS BREAD), WHOLE, FRESH",129925,FOOD & BEVERAGES
"FRUIT, N.E.C., CACTUS FRUIT,FIGS, HOVENIAS, LOQUATS OR PRICKLY PEARS, FRESH",129990,FOOD & BEVERAGES
"BEETS, N.E.C., WITHOUT TOPS,FRESH OR GREEN",131110,FOOD & BEVERAGES
"CARROTS, WITHOUT TOPS, FRESH OR GREEN",131210,FOOD & BEVERAGES
"CARROTS, WITH TOPS, FRESHOR GREEN",131215,FOOD & BEVERAGES
"ONIONS, WITH TOPS, FRESH OR GREEN",131310,FOOD & BEVERAGES
"RADISHES, WITHOUT TOPS, FRESH OR GREEN",131510,FOOD & BEVERAGES
"RADISHES, WITH TOPS, FRESH OR GREEN",131515,FOOD & BEVERAGES
"TURNIPS, WITHOUT TOPS, FRESH OR GREEN",131710,FOOD & BEVERAGES
"ONIONS, WITHOUT TOPS, FRESH OR GREEN",131810,FOOD & BEVERAGES
"ARTICHOKE TUBERS, FRESH",131910,FOOD & BEVERAGES
"CELERY ROOTS, FRESH OR GREEN",131915,FOOD & BEVERAGES
"BULBS, ROOTS OR TUBERS, N.E.C., CASSAVAS, CELERIAC, CHIVES, GARLIC, LEEKS, OYSTER PLANT, SALSIFY OR VEGETABLE OYSTER, FRESH, EDIBLE",131990,FOOD & BEVERAGES
"BROCCOLI, FRESH OR GREEN",133110,FOOD & BEVERAGES
"BRUSSELS SPROUTS, FRESH OR GREEN",133210,FOOD & BEVERAGES
"CABBAGE, FRESH OR GREEN",133310,FOOD & BEVERAGES
"CELERY, CUT, IN WATER",133410,FOOD & BEVERAGES
"CELERY, FRESH OR GREEN",133415,FOOD & BEVERAGES
"LETTUCE, FRESH OR GREEN",133510,FOOD & BEVERAGES
"ROMAINE, FRESH OR GREEN",133515,FOOD & BEVERAGES
"CHARDS, COLLARDS, KALE ORSPINACH, FRESH",133610,FOOD & BEVERAGES
"CAULIFLOWER, FRESH OR GREEN",133710,FOOD & BEVERAGES
"RHUBARB (PIE PLANT), FRESH",133910,FOOD & BEVERAGES
"GREENS, FRESH",133925,FOOD & BEVERAGES
"VEGETABLES, LEAFY, N.E.C., ANISE, BEAN SPROUTS, BROCCOLI RAB, CARDOONS, CELERY CABBAGE OR LETTUCE, CHICORY, CRESS, KOHLRABI, MUNGO, PARSLEY,PEPPER GRASS, RAPE, SAV",133990,FOOD & BEVERAGES
MUNG BEANS,134150,GRAIN PRODUCTS
"BEANS, EDIBLE, N.E.C., DRIED",134190,GRAIN PRODUCTS
CANADIAN PEAS DRIED,134215,
"PEAS, CANADIAN FIELD, DRIED",134215,GRAIN PRODUCTS
"PEAS, N.E.C., DRIED, OR SPLIT PEAS, N.E.C., DRIED",134290,GRAIN PRODUCTS
"COW PEAS, DRIED",134305,GRAIN PRODUCTS
LENTILS,134310,
"LENTILS, N.E.C., DRIED",134310,GRAIN PRODUCTS
"LUPINES, DRIED",134315,GRAIN PRODUCTS
"VEGETABLE SEEDS, FIELD DRIED, FOR FOOD, N.E.C.",134910,FOOD & BEVERAGES
"VEGETABLE SEEDS, FIELD DRIED, FOR FOOD, NEC",134910,
"GARLIC, FRESH OR GREEN, DRIED",134915,FOOD & BEVERAGES
"BEANS, GREEN, STRING, LIMA OR WAX, FRESH",139110,FOOD & BEVERAGES
"PEAS, FRESH OR GREEN",139115,FOOD & BEVERAGES
"WATERMELONS, FRESH",139210,FOOD & BEVERAGES
"CORN, IN THE HUSK, FRESH OR GREEN",139310,FOOD & BEVERAGES
"TOMATOES, FRESH OR GREEN",139410,FOOD & BEVERAGES
"CUCUMBERS OR GHERKINS, FRESH OR GREEN",139510,FOOD & BEVERAGES
"PEPPERS, FRESH OR GREEN",139610,FOOD & BEVERAGES
"PUMPKINS, FRESH OR GREEN",139710,FOOD & BEVERAGES
"SQUASH, OTHER THAN WINTERSQUASH, FRESH, NOT COLD-PACK NOR FROZEN, EXCEPT CYMLINGS",139715,FOOD & BEVERAGES
"CANTALOUPES OR MUSKMELONS, FRESH",139810,FOOD & BEVERAGES
"MELONS, CITRON, FRESH",139815,FOOD & BEVERAGES
"HONEYDEW MELONS, FRESH",139820,FOOD & BEVERAGES
"MELONS, N.E.C., FRESH, INCLUDING CASABA, CHRISTMAS, MANGO, OSAGE OR PERSIAN",139890,FOOD & BEVERAGES
"EGG PLANT, FRESH OR GREEN",139915,FOOD & BEVERAGES
"ASPARAGUS, FRESH OR GREEN, OTHER THAN COLD PACK",139920,FOOD & BEVERAGES
"VEGETABLES, FRESH",139990,
"VEGETABLES, FRESH OR GREEN, N.E.C., OR ARTICHOKES, LENTILS, OKRA(GUMBO) OR YUCCAS, OTHER THAN COLD PACK",139990,FOOD & BEVERAGES
"CATTLE, ORDINARY, VIZ. BULLS, COWS, HEIFERS, OXEN OR STEERS",141110,FOOD & BEVERAGES
"SWINE, ORDINARY, VIZ. BARROWS, BOARS, HOGS, PIGS OR SOWS",141327,FOOD & BEVERAGES
"SHEEP, ORDINARY, VIZ. EWES, LAMBS, RAMS OR WETHERS",141425,FOOD & BEVERAGES
"CREAM, FARM-SEPARATED",142105,FOOD & BEVERAGES
"MILK, FRESH, UNPROCESSED",142110,FOOD & BEVERAGES
"DAIRY FARM PRODUCTS, N.E.C.",142190,FOOD & BEVERAGES
"WOOL CLIPS OR TAGS, IN GREASE, NOT SCOURED",143110,FOOD & BEVERAGES
"HAIR, CATTLE, HORSE MANE OR TAIL, GOAT OR HOG, INCLUDING CRUDE HOG BRISTLES, NOT CURLED, N.E.C.",143910,FOOD & BEVERAGES
"CHICKENS, LIVE",151110,FOOD & BEVERAGES
"CHICKS OR POULTS, BABY",151310,FOOD & BEVERAGES
"EGGS, MARKET",152110,FOOD & BEVERAGES
"CHICKEN EGGS, FOR HUMAN CONSUMPTION, NOT COOKED",152115,FOOD & BEVERAGES
"EGGS, N.E.C.",152990,FOOD & BEVERAGES
"FLOWERS, FRESH CUT, N.E.C.",191115,FOOD & BEVERAGES
"FOLIAGE OR LEAVES, ASPA- RAGUS, GALAX, LEUCOTHIA OR SMILAX, FRESH",191120,FOOD & BEVERAGES
"BULBS OR TUBERS, IN GROW-ING MEDIA IN FLOWER POTS,FLORIST OR NURSERY",191204,FOOD & BEVERAGES
"CUTTINGS, NURSERY STOCK",191209,FOOD & BEVERAGES
"FLORISTS STOCK, N.E.C.",191213,FOOD & BEVERAGES
"PLANTS, ROSE, BARE-ROOT",191222,FOOD & BEVERAGES
"TREES, SHRUBS OR VINES, N.E.C., OTHER THAN IN EARTH OR OTHER GROWING MEDIA",191225,FOOD & BEVERAGES
"TREES, SHRUBS OR VINES, N.E.C., IN EARTH OR OTHER GROWING MEDIA",191227,FOOD & BEVERAGES
"BULBS OR TUBERS, N.E.C., FLORIST STOCK",191290,FOOD & BEVERAGES
"SHRUBS, TREES OR VINES, IN MIXED LOADS",191295,FOOD & BEVERAGES
"GINSENG ROOTS, NOT GROUNDNOR POWDERED",191510,FOOD & BEVERAGES
"HERBS, DRIED, VIZ. BAY ORLAUREL, MARJORAM, OREGANO, ROSEMARY, SAGE, SAVORY, TARRAGON OR THYME",191522,FOOD & BEVERAGES
"GINGER ROOTS, DRY, NOT GROUND NOR POWDERED",191530,FOOD & BEVERAGES
"VEGETABLE ROOTS, N.E.C., NOTGROUND NOR POWDERED",191537,FOOD & BEVERAGES
CARAWAY SEEDS,191540,FOOD & BEVERAGES
CHILI PEPPER SEEDS,191546,FOOD & BEVERAGES
CORIANDER SEEDS,191549,FOOD & BEVERAGES
"MUSTARD SEEDS, OTHER THANWILD",191566,FOOD & BEVERAGES
POPPY SEEDS,191570,FOOD & BEVERAGES
"WEED (PLANT), SOAP, OR YUCCA, NOT GROUND NOR POWDERED",191577,FOOD & BEVERAGES
"FLOWERS, HERBS OR LEAVES,DRIED, N.E.C., NOT GROUND NOR POWDERED, OR ARROW ROOT, DILL WEED OR SMILAX, DRIED, N.E.C., NOT GROUND NOR POWDERED",191590,FOOD & BEVERAGES
"MUSHROOMS, FRESH",191610,FOOD & BEVERAGES
ONION SETS,191710,FOOD & BEVERAGES
STRAWBERRY PLANTS,191725,FOOD & BEVERAGES
"VEGETABLE OR BERRY PLANTS, N.E.C.",191730,FOOD & BEVERAGES
"ASPARAGUS ROOTS, NURSERY STOCK",191735,FOOD & BEVERAGES
"MELON, PUMPKIN OR SQUASH SEEDS",191820,FOOD & BEVERAGES
"FLOWER OR VEGETABLE GARDEN KITS, CONSISTING OF SEEDS, PLANTING MEDIA,AND POTS, SAUCERS, OR TRAYS",191840,FOOD & BEVERAGES
"FLOWER OR GARDEN SEEDS, N.E.C., CLAY COATED (PELLETIZED)",191880,FOOD & BEVERAGES
"FLOWER OR GARDEN SEEDS, N.E.C., OTHER THAN CLAY COATED (PELLETIZED)",191890,FOOD & BEVERAGES
CACTUS PLANTS,191915,FOOD & BEVERAGES
"MEDIA, PLANT BED OR POT- TING, CONSISTING OF MIN- ERAL OR VEGETABLE BASE WITH NOT TO EXCEED 15 PERCENT BY WEIGHT OF FERTILIZER OR PLANT FOOD",191945,FOOD & BEVERAGES
"PLANT STARTING OR PRO- PAGATION BLOCKS, FORMS ORSHAPES, N.E.C., WOOD FIBRES OR WOODPULP",191947,FOOD & BEVERAGES
"PLANTING DISCS OR PEL- LETS, COMPRESSED PEAT",191948,FOOD & BEVERAGES
"KERNELS, APRICOT OR PEACH",191949,FOOD & BEVERAGES
"SEEDS, N.E.C.",191990,FOOD & BEVERAGES
"ALLIGATOR SKINS, GREEN, GREEN SALTED OR PICKLED",192315,FOOD & BEVERAGES
"MANURE, ANIMAL, BIRD, DOG, FOWL, GOAT OR SHEEP,OR GUANO, UNPREPARED",192810,FOOD & BEVERAGES
"MANURE, ANIMAL, PREPARED",192814,FOOD & BEVERAGES
"ANIMALS, WILD, N.E.C.",192990,FOOD & BEVERAGES
"MEAL, CLOVER, DEHYDRATED GRASS, GRASS, KUDZU, LESPEDEZA, PEANUT STEM ORVINE, SORGHUM, SORGHUM LEAF OR SOYBEAN (SOYBEAN)HAY OR VINE",199116,FOOD & BEVERAGES
"HAY, GROUND OR CHOPPED",199130,GRAIN PRODUCTS
"STRAW BY-PRODUCT FEED, MADE OF BARLEY, FLAX, OAT, RICE, RYE OR WHEAT STRAW",199140,FOOD & BEVERAGES
"SOYBEAN (SOYABEAN) VINE, CHOPPED OR GROUND",199143,FOOD & BEVERAGES
"FEED, SWEET CLOVER STRAW,GROUND",199150,FOOD & BEVERAGES
"ALFALFA MEAL, GROUND",199210,GRAIN PRODUCTS
"ALFALFA, CHOPPED (ALFALFAMEAL)",199215,GRAIN PRODUCTS
"COMB HONEY, IN SECTION FRAMES",199910,FOOD & BEVERAGES
"MEAL, ALFALFA AND CLOVER,MIXED",199915,GRAIN PRODUCTS
IRON ORE,1011190,
"IRON ORE, NEC",1011190,
"IRON ORE, HYDRATED, NOT GROUND",1011215,
"IRON ORE, HYDRATED, NOT GROUND, VIZ. LIMONITE (BROWN HEMATITE OR BROWN IRON ORE, CONSISTING OF BOG IRON ORE, YELLOW OCHER (UMBER) ORE OR BROWN IRONSTONE CLAY),",1011215,CONSTRUCTION PRODUCTS
"IRON ORE, CRUDE",1011240,
"IRON ORE, CRUDE, NOT GROUND, CONTAINING NOT MORE THAN 73 PERCENT NATURAL IRON CONTENT",1011240,CONSTRUCTION PRODUCTS
"IRON ORE, N.E.C., OR MAGNETITE (LOADSTONE) OR TACONITE ORES, CRUDE, NOTGROUND, WHEN TO PROCESSING OR BENEFICIATING PLANTS",1011290,CONSTRUCTION PRODUCTS
IRON CONCENTRATES AND DIRECT REDUCED IRON,1011310,
"IRON CONCENTRATES, WASHED, GRAVITY OR SIZED",1011310,CONSTRUCTION PRODUCTS
IRON AGGLOMERATES,1011320,
"IRON AGGLOMERATES OR IRONORE BRIQUETTES, PELLETS OR SINTER",1011320,CONSTRUCTION PRODUCTS
TACONITE,1011320,
BENEFICIATED IRON ORE,1011325,CONSTRUCTION PRODUCTS
BENEFICIATED IRON ORE & HOT BRIQUETTED IRON,1011325,
"COPPER ORE, CRUDE",1021110,
COPPER CONCENTRATES,1021210,
COPPER PRECIPITATES,1021215,
HUMATE RESIDUE,1029258,
"LEAD ORE, CRUDE",1031110,
"LEAD ORE, CRUDE, OR GALENA ORE, CRUDE",1031110,CONSTRUCTION PRODUCTS
LEAD CONCENTRATES,1031210,
"ZINC ORE, CRUDE",1032110,
"ZINC ORE, CRUDE, OR ZINC BLENDE, CRUDE",1032110,CONSTRUCTION PRODUCTS
"CONCENTRATES, ZINC",1032210,
LEAD AND ZINC ORES COMBINED,1033110,
LEAD AND ZINC CONCENTRATES,1033210,
GOLD ORE AND TAILINGS,1041110,
"GOLD ORE OR TAILINGS, CRUDE",1041110,CONSTRUCTION PRODUCTS
GOLD ORE CONCENTRATES,1041210,
GOLD ORE CONCENTRATES OR PRECIPITATES,1041210,CONSTRUCTION PRODUCTS
"SILVER ORE TAILINGS, CRUDE",1042110,CONSTRUCTION PRODUCTS
SILVER CONCENTRATES,1042210,
SILVER CONCENTRATES OR SILVER MILL BULLION,1042210,CONSTRUCTION PRODUCTS
BAUXITE,1051110,
BAUXITE (BEAUXITE) ORE,1051110,CONSTRUCTION PRODUCTS
BAUXITE ORE,1051110,
"ALUMINA, CALCINED",1051310,
"ALUMINA, HYDRATED",1051311,
"BAUXITE (BEAUXITE), CAUSTICIZED",1051315,CONSTRUCTION PRODUCTS
BAUXITE (BEAUXITE) ORE CONCENTRATES,1051320,CONSTRUCTION PRODUCTS
"BAUXITE ORE SUBSTITUTE, VIZ. SULPHATE OF ALUMINA CLAY",1051325,CONSTRUCTION PRODUCTS
"BAUXITE, CAUSSTICIZED",1051325,
ALUMINUM SILICATE (KYANITE),1051410,
"ALUMINUM SILICATE, ANDALUSITE, CYANITE (DISTHENE OR KYANITE) OR SILLIMENITE ORE",1051410,CONSTRUCTION PRODUCTS
"ALUMINUM ORE, N.E.C.",1051415,CONSTRUCTION PRODUCTS
HYDRATED SODIUM CALCIUM ALUMINOSILICATE,1051416,CONSTRUCTION PRODUCTS
"MANGANESE ORE, OTHER THAN GROUND",1061110,
"MANGANESE ORE, OTHER THANGROUND",1061110,CONSTRUCTION PRODUCTS
"MANGANESE BENEFICIATING- GRADE ORE, CRUDE",1061210,CONSTRUCTION PRODUCTS
"MANGANESE, BENEFICIATING, GRADE ORE, CRUDE",1061210,
"MANGANESE ORE, GROUND",1061310,
"MANGANESE ORE, GROUND (BLACK OXIDE OF MANGANESE)",1061310,CONSTRUCTION PRODUCTS
MANGANESE ORE CONCENTRATES,1061315,CONSTRUCTION PRODUCTS
"MANGANESE ORE, CONCENTRATES",1061315,
"TUNGSTEN ORE, CRUDE",1071110,
TUNGSTEN CONCENTRATES,1071210,
"CHROME (CHROMIUM) ORE OR ORE CONCENTRATES, CRUDE",1081110,CONSTRUCTION PRODUCTS
"CHROME ORE OR ORE CONCENTRATES, CRUDE",1081110,
CHROME (CHROMIUM) CONCENTRATES,1081210,CONSTRUCTION PRODUCTS
URANIUM BEARING ORE,1092310,CONSTRUCTION PRODUCTS
"LIGNITE ASH, URANIUM BEARING, VALUE NOT MORE THAN $30 TON",1092315,CONSTRUCTION PRODUCTS
"ANTIMONY SULFIDE, CONCENTRATED ORE, LUMP",1092920,
"ANTIMONY SULPHIDE, CONCENTRATED ORE (NEEDLE ANTIMONY), LUMP",1092920,CONSTRUCTION PRODUCTS
"ANTIMONY SULFIDE, CONCENTRATED ORE, PULVERIZED OR POWDERED",1092925,
"ANTIMONY SULPHIDE, CONCENTRATED ORE (NEEDLE ANTIMONY), PULVERIZED OR POWDERED (BLACK SULPHIDE,NOT PURIFIED)",1092925,CONSTRUCTION PRODUCTS
"ANTIMONY ORE (ANTIMONY SULPHIDE), CRUDE",1092930,CONSTRUCTION PRODUCTS
"BERYLLIUM ORE, NOT GROUND",1092940,CONSTRUCTION PRODUCTS
ILMENITE ORE OR CONCENTRATES,1092945,CONSTRUCTION PRODUCTS
LIMONITE ORE OR CONCENTRATES,1092945,
RUTILE ORE OR RUTILE SAND,1092948,CONSTRUCTION PRODUCTS
THORIUM ORE (MONAZITE SAND),1092955,CONSTRUCTION PRODUCTS
TITANIUM ORES,1092957,CONSTRUCTION PRODUCTS
"HUMATE RESIDUE, DRIED MINE TAILING, FROM PRODUCTION OF HEAVY MINERALS",1092958,CONSTRUCTION PRODUCTS
STAUROLITE RESIDUE,1092959,
STAUROLITE RESIDUE (RESIDUE MATERIAL IN THE MINING OF ILMENITE ORE),1092959,CONSTRUCTION PRODUCTS
"ZIRCON ORE (CRUDE ZIRCONIUM SILICATE), NOT FURTHER PROCESSED THAN GROUND",1092960,CONSTRUCTION PRODUCTS
BASTNASITE ORE CONCENTRATES,1092961,CONSTRUCTION PRODUCTS
BASTNASITE ORE RESIDUES,1092962,CONSTRUCTION PRODUCTS
